Include/exclude at abstract review,Reason,PT,AU,BA,BE,GP,AF,BF,CA,TI,SO,SE,BS,LA,DT,CT,CY,CL,SP,HO,DE,ID,AB,C1,RP,EM,RI,OI,FU,FX,CR,NR,TC,Z9,U1,U2,PU,PI,PA,SN,EI,BN,J9,JI,PD,PY,VL,IS,PN,SU,SI,MA,BP,EP,AR,DI,D2,EA,PG,WC,SC,GA,UT,PM,OA,HC,HP,DA
0,Review paper,J,"Dayan, P; Huys, QJM",,,,"Dayan, Peter; Huys, Quentin J. M.",,,"Serotonin, inhibition, and negative mood",PLOS COMPUTATIONAL BIOLOGY,,,,,,,,,,,,,,,,,"Huys, Quentin/0000-0002-8999-574X",,,,,,,,,,,,,1553-7358,,,,FEB,2008,4,2,,,,,,,e4,10.1371/journal.pcbi.0040004,,,,,,,WOS:000255407800031,18248087,,,,
0,Infants/autism,B,"Jasso, H; Triesch, J; Deak, G",,,IEEE,"Jasso, Hector; Triesch, Jochen; Deak, Gedeon",,,A Reinforcement Learning Model of Social Referencing,2008 IEEE 7TH INTERNATIONAL CONFERENCE ON DEVELOPMENT AND LEARNING,IEEE International Conference on Development and Learning,,,,7th IEEE International Conference on Development and Learning,"AUG 09-12, 2008","Monterey, CA",IEEE,,,,,,,,,"Deak, Gedeon/0000-0001-8656-8796",,,,,,,,,,,,,,978-1-4244-2661-4,,,,2008,,,,,,,286,+,,10.1109/DEVLRN.2008.4640844,,,,,,,WOS:000265407300049,,,,,
0,In rats,J,"Topic, B; Oitzl, MS; Meijer, OC; Huston, JP; Silva, MAD",,,,"Topic, Bianca; Oitzl, Melly S.; Meijer, Onno C.; Huston, Joseph P.; Silva, Maria A. de Souza",,,Differential Susceptibility to Extinction-Induced Despair and Age-Dependent Alterations in the Hypothalamic-Pituitary-Adrenal Axis and Neurochemical Parameters,NEUROPSYCHOBIOLOGY,,,,,,,,,,,,,,,,"de Souza Silva, Maria Angelica/P-4034-2015; meijer, onno c/D-8070-2018; Huston, Joseph P/C-8986-2009","meijer, onno c/0000-0002-8394-6859; ",,,,,,,,,,,,0302-282X,1423-0224,,,,,2008,58,03-Apr,,,,,138,153,,10.1159/000182890,,,,,,,WOS:000263747600005,19088491,,,,
0,In rats,J,"Hunziker, MHL; dos Santos, CV",,,,"Hunziker, M. H. L.; dos Santos, C. V.",,,Learned helplessness: Effects of response requirement and interval between treatment and testing,BEHAVIOURAL PROCESSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0376-6357,,,,,NOV,2007,76,3,,,,,183,191,,10.1016/j.beproc.2007.02.012,,,,,,,WOS:000251119300001,17540513,,,,
0,No clinical group,J,"Acheson, DT; Forsyth, JP; Prenoveau, JM; Bouton, ME",,,,"Acheson, Dean T.; Forsyth, John P.; Prenoveau, Jason M.; Bouton, Mark E.",,,Interoceptive fear conditioning as a learning model of panic disorder: An experimental evaluation using 20% CO2-enriched air in a non-clinical sample,BEHAVIOUR RESEARCH AND THERAPY,,,,,39th Annual Meeting of the Association-for-Behavioral-and-Cognitive-Therapies,"NOV, 2005","Washington, DC",Assoc Behav & Cognit Therapies,,,,,,,,"Prenoveau, Jason/N-2097-2019",,,,,,,,,,,,,0005-7967,1873-622X,,,,OCT,2007,45,10,,,,,2280,2294,,10.1016/j.brat.2007.04.008,,,,,,,WOS:000250038600003,17548049,,,,
0,Review paper,J,"Fisak, B; Grills-Taquechel, AE",,,,"Fisak, Brian, Jr.; Grills-Taquechel, Amie E.",,,"Parental modeling, reinforcement, and information transfer: Risk factors in the development of child anxiety?",CLINICAL CHILD AND FAMILY PSYCHOLOGY REVIEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1096-4037,1573-2827,,,,SEP,2007,10,3,,,,,213,231,,10.1007/s10567-007-0020-x,,,,,,,WOS:000249968400003,17487582,,,,
0,Review paper,J,"Blair, RJR",,,,"Blair, R. J. R.",,,The amygdala and ventromedial prefrontal cortex in morality and psychopathy,TRENDS IN COGNITIVE SCIENCES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1364-6613,,,,,SEP,2007,11,9,,,,,387,392,,10.1016/j.tics.2007.07.003,,,,,,,WOS:000249746800007,17707682,,,,
0,In rats,J,"Schulz, D; Buddenberg, T; Huston, JP",,,,"Schulz, Daniela; Buddenberg, Tim; Huston, Joseph P.",,,"Extinction-induced ""despair"" in the water maze, exploratory behavior and fear: Effects of chronic antidepressant treatment",NEUROBIOLOGY OF LEARNING AND MEMORY,,,,,,,,,,,,,,,,"Huston, Joseph P/C-8986-2009; Schulz, Daniela/H-5625-2011",,,,,,,,,,,,,1074-7427,,,,,MAY,2007,87,4,,,,,624,634,,10.1016/j.nlm.2006.12.001,,,,,,,WOS:000245956900015,17223365,,,,
0,In drugs/alcohol,J,"Torres, LB; Mares, MF; Medina-Mora, MEM; Velazquez, HA",,,,"Barragan Torres, Lydia; Flores Mares, Marlene; Elena Medina-Mora, Ma.; Ayala Velazquez, Hector",,,Integrated model or everyday satisfaction in alcohol- and drug dependent users,SALUD MENTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0185-3325,,,,,MAY-JUN,2007,30,3,,,,,29,38,,,,,,,,,WOS:000248342100004,,,,,
0,In rats,J,"Maldonado, A; Torres, C; Escarabajal, MD; Candido, A; de la Torre, L; Gomez, MJ; Tobena, A; Fernandez-Teruel, A",,,,"Maldonado, A.; Torres, C.; Escarabajal, M. D.; Candido, A.; de la Torre, L.; Gomez, M. J.; Tobena, A.; Fernandez-Teruel, A.",,,Successive positive contrast in one-way avoidance behavior with Roman low-avoidance rats,PHYSIOLOGY & BEHAVIOR,,,,,,,,,,,,,,,,"Candido, antonio/G-7309-2015; tobena, adolf/G-1032-2010; de la Torre Vacas, M Lourdes/H-2087-2018; Torres, Carmen/K-8250-2014; Ortiz, Antonio Candido/AAB-5339-2019; Fernandez-Teruel, Alberto/F-9374-2011; Escarabajal Arrieta, M Dolores/D-5509-2012; Maldonado, Antonio/E-9540-2018","Candido, antonio/0000-0002-3973-8219; de la Torre Vacas, M Lourdes/0000-0002-2686-4953; Torres, Carmen/0000-0001-8573-0990; Ortiz, Antonio Candido/0000-0002-3973-8219; Fernandez-Teruel, Alberto/0000-0001-5993-7058; Escarabajal Arrieta, M Dolores/0000-0002-7667-017X; Maldonado, Antonio/0000-0001-5903-3833; Tobena, Adolf/0000-0001-6137-0660",,,,,,,,,,,,0031-9384,,,,,Apr-23,2007,90,5,,,,,803,808,,10.1016/j.physbeh.2007.01.009,,,,,,,WOS:000246022500013,17324446,,,,
0,In rats,J,"Schulz, D; Huston, JP; Buddenberg, T; Topic, B",,,,"Schulz, Daniela; Huston, Joseph P.; Buddenberg, Tim; Topic, Bianca",,,Despair induced by extinction trials in the water maze: Relationship with measures of anxiety in aged and adult rats,NEUROBIOLOGY OF LEARNING AND MEMORY,,,,,,,,,,,,,,,,"Huston, Joseph P/C-8986-2009; Schulz, Daniela/H-5625-2011",,,,,,,,,,,,,1074-7427,,,,,MAR,2007,87,3,,,,,309,323,,10.1016/j.nlm.2006.09.006,,,,,,,WOS:000244796800001,17079170,,,,
0,Neural network model,S,"Ponzi, A",,,IEEE,"Ponzi, Adam",,,"Replay, working memory and action selection in temporal credit assignment - A simple neural network model","2007 IEEE INTERNATIONAL JOINT CONFERENCE ON NEURAL NETWORKS, VOLS 1-6",IEEE International Joint Conference on Neural Networks (IJCNN),,,,International Joint Conference on Neural Networks,"AUG 12-17, 2007","Orlando, FL",IEEE,,,,,,,,,,,,,,,,,,,,,1098-7576,,978-1-4244-1379-9,,,,2007,,,,,,,3016,3021,,,,,,,,,WOS:000254291102161,,,,,
0,Signal detection theory,J,"Bogdan, R; Pizzagalli, DA",,,,"Bogdan, Ryan; Pizzagalli, Diego A.",,,Acute stress reduces reward responsiveness: Implications for depression,BIOLOGICAL PSYCHIATRY,,,,,,,,,,,,,,,,"Pizzagalli, Diego A./Z-1595-2019","Bogdan, Ryan/0000-0002-1430-1045",,,,,,,,,,,,0006-3223,1873-2402,,,,Nov-15,2006,60,10,,,,,1147,1154,,10.1016/j.biopsych.2006.03.037,,,,,,,WOS:000241939200017,16806107,,,,
0,OCD,J,"Remijnse, PL; Nielen, MMA; van Balkom, AJLM; Cath, DC; van Oppen, P; Uylings, HBM; Veltman, DJ",,,,"Remijnse, Peter L.; Nielen, Marjan M. A.; van Balkom, Anton J. L. M.; Cath, Danielle C.; van Oppen, Patricia; Uylings, Harry B. M.; Veltman, Dick J.",,,Reduced orbitofrontal-striatal activity on a reversal learning task in obsessive-compulsive disorder,ARCHIVES OF GENERAL PSYCHIATRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0003-990X,1538-3636,,,,NOV,2006,63,11,,,,,1225,1236,,10.1001/archpsyc.63.11.1225,,,,,,,WOS:000241802000009,17088503,,,,
0,In rats,J,"Ghitza, UE; Gray, SM; Epstein, DH; Rice, KC; Shaham, Y",,,,"Ghitza, Udi E.; Gray, Sarah M.; Epstein, David H.; Rice, Kenner C.; Shaham, Yavin",,,The anxiogenic drug yohimbine reinstates palatable food seeking in a rat relapse model: a role of CRF1 receptors,NEUROPSYCHOPHARMACOLOGY,,,,,,,,,,,,,,,,"shaham, yavin/G-1306-2014",,,,,,,,,,,,,0893-133X,1740-634X,,,,OCT,2006,31,10,,,,,2188,2196,,10.1038/sj.npp.1300964,,,,,,,WOS:000240942900010,16341025,,,,
0,No clinical group,J,"Yechiam, E; Goodnight, J; Bates, JE; Busemeyer, JR; Dodge, KA; Pettit, GS; Newman, JP",,,,"Yechiam, Eldad; Goodnight, Jackson; Bates, John E.; Busemeyer, Jerome R.; Dodge, Kenneth A.; Pettit, Gregory S.; Newman, Joseph P.",,,A formal cognitive model of the Go/No-Go discrimination task: Evaluation and implications,PSYCHOLOGICAL ASSESSMENT,,,,,,,,,,,,,,,,"Busemeyer, Jerome/H-9707-2017","Busemeyer, Jerome/0000-0002-7594-1871",,,,,,,,,,,,1040-3590,,,,,SEP,2006,18,3,,,,,239,249,,10.1037/1040-3590.18.3.239,,,,,,,WOS:000240644300001,16953727,,,,
0,Psychopathy,J,"Blair, KS; Morton, J; Leonard, A; Blair, RJR",,,,"Blair, K. S.; Morton, J.; Leonard, A.; Blair, R. J. R.",,,Impaired decision-making on the basis of both reward and punishment information in individuals with psychopathy,PERSONALITY AND INDIVIDUAL DIFFERENCES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0191-8869,,,,,JUL,2006,41,1,,,,,155,165,,10.1016/j.paid.2005.11.031,,,,,,,WOS:000238662600014,,,,,
0,Neurons/circuits,J,"Pfister, JP; Toyoizumi, T; Barber, D; Gerstner, W",,,,"Pfister, Jean-Pascal; Toyoizumi, Taro; Barber, David; Gerstner, Wulfram",,,Optimal spike-timing-dependent plasticity for precise action potential firing in supervised learning,NEURAL COMPUTATION,,,,,,,,,,,,,,,,"Toyoizumi, Taro/G-5632-2015","Toyoizumi, Taro/0000-0001-5444-8829; Pfister, Jean-Pascal/0000-0002-1847-3389",,,,,,,,,,,,0899-7667,1530-888X,,,,JUN,2006,18,6,,,,,1318,1348,,10.1162/neco.2006.18.6.1318,,,,,,,WOS:000237628500003,16764506,,,,
0,Psychopathy,J,"Mitchell, DGV; Fine, C; Richell, RA; Newman, C; Lumsden, J; Blair, KS; Blair, RJR",,,,"Mitchell, D. G. V.; Fine, C.; Richell, R. A.; Newman, C.; Lumsden, J.; Blair, K. S.; Blair, R. J. R.",,,Instrumental learning and relearning in individuals with psychopathy and in patients with lesions involving the amygdala or orbitofrontal cortex,NEUROPSYCHOLOGY,,,,,,,,,,,,,,,,,", Cordelia/0000-0001-6413-4372",,,,,,,,,,,,0894-4105,1931-1559,,,,MAY,2006,20,3,,,,,280,289,,10.1037/0894-4105.20.3.280,,,,,,,WOS:000237904300003,16719621,,,,
0,No clinical group,J,"Kosson, DS; Budhani, S; Nakic, M; Chen, G; Saad, ZS; Vythilingam, M; Pine, DS; Blair, RJR",,,,"Kosson, DS; Budhani, S; Nakic, M; Chen, G; Saad, ZS; Vythilingam, M; Pine, DS; Blair, RJR",,,The role of the amygdala and rostral anterior cingulate in encoding expected outcomes during learning,NEUROIMAGE,,,,,,,,,,,,,,,,"Pine, Daniel/Z-1601-2019",,,,,,,,,,,,,1053-8119,1095-9572,,,,Feb-15,2006,29,4,,,,,1161,1172,,10.1016/j.neuroimage.2005.07.060,,,,,,,WOS:000235534400014,16387514,,,,
0,Neurons/circuits,J,"Kreitzer, AC; Malenka, RC",,,,"Kreitzer, AC; Malenka, RC",,,Dopamine modulation of state-dependent endocannabinoid release and long-term depression in the striatum,JOURNAL OF NEUROSCIENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0270-6474,,,,,Nov-09,2005,25,45,,,,,10537,10545,,10.1523/JNEUROSCI.2959-05.2005,,,,,,,WOS:000233137000025,16280591,,,,
0,Inhalants,J,"Ridenour, TA",,,,"Ridenour, TA",,,Inhalants: not to be taken lightly anymore,CURRENT OPINION IN PSYCHIATRY,,,,,,,,,,,,,,,,,"Ridenour, Ty/0000-0002-9709-6808",,,,,,,,,,,,0951-7367,,,,,MAY,2005,18,3,,,,,243,247,,10.1097/01.yco.0000165593.52811.cd,,,,,,,WOS:000228760600005,16639147,,,,
0,In rats,J,"Khonicheva, NM; Loseva, EV; Czabak-Garbacz, R; Loria, MV; Airapetyants, MG",,,,"Khonicheva, NM; Loseva, EV; Czabak-Garbacz, R; Loria, MV; Airapetyants, MG",,,A special case of learning disorder as a model of disintegration phenomenon,ZHURNAL VYSSHEI NERVNOI DEYATELNOSTI IMENI I P PAVLOVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0044-4677,,,,,MAY-JUN,2005,55,3,,,,,393,399,,,,,,,,,WOS:000230443700014,16033242,,,,
0,Alcohol/drugs,J,"Torres, LB; Vazquez, JG; Medina-Mora, ME; Velazquez, HA",,,,"Torres, LB; Vazquez, JG; Medina-Mora, ME; Velazquez, HA",,,Adaptation of a model of cognitive-behavioral intervention for dependent users of alcohol and other drugs in Mexico: A preliminary study.,SALUD MENTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0185-3325,,,,,FEB,2005,28,1,,,,,61,71,,,,,,,,,WOS:000228366900007,,,,,
0,Smoking,J,"Lujic, C; Reuter, M; Netter, P",,,,"Lujic, C; Reuter, M; Netter, P",,,Psychobiological theories of smoking and smoking motivation,EUROPEAN PSYCHOLOGIST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1016-9040,1878-531X,,,,,2005,10,1,,,,,1,24,,10.1027/1016-9040.10.1.1,,,,,,,WOS:000229931000001,,,,,
0,Review article,J,"Neuringer, A",,,,"Neuringer, A",,,Reinforced variability in animals and people - Implications for adaptive action,AMERICAN PSYCHOLOGIST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0003-066X,1935-990X,,,,DEC,2004,59,9,,,,,891,906,,10.1037/0003-066X.59.9.891,,,,,,,WOS:000225704300003,15584823,,,,
0,In rats,J,"Brennan, FX; Stromberg, MF",,,,"Brennan, FX; Stromberg, MF",,,Ethanol consumption improves avoidance learning in rats: role of deprivation interval,ALCOHOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0741-8329,,,,,OCT-NOV,2004,34,02-Mar,,,,,159,164,,10.1016/j.alcohol.2004.07.011,,,,,,,WOS:000227762400008,15902909,,,,
0,Psychopathy,J,"Blair, RJR; Mitchell, DGV; Leonard, A; Budhani, S; Peschardt, KS; Newman, C",,,,"Blair, RJR; Mitchell, DGV; Leonard, A; Budhani, S; Peschardt, KS; Newman, C",,,Passive avoidance learning in individuals with psychopathy: modulation by reward but not by punishment,PERSONALITY AND INDIVIDUAL DIFFERENCES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0191-8869,,,,,OCT,2004,37,6,,,,,1179,1192,,10.1016/j.paid.2003.12.001,,,,,,,WOS:000224366300006,,,,,
0,In mice,J,"Leslie, JC; Shaw, D; McCabe, C; Reynolds, DS; Dawson, GR",,,,"Leslie, JC; Shaw, D; McCabe, C; Reynolds, DS; Dawson, GR",,,Effects of drugs that potentiate GABA on extinction of positively-reinforced operant behaviour,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0149-7634,,,,,MAY,2004,28,3,,,,,229,238,,10.1016/j.neubiorev.2004.01.003,,,,,,,WOS:000222714900003,15225968,,,,
0,Neurons/circuits,J,"Xie, XH; Seung, HS",,,,"Xie, XH; Seung, HS",,,Learning in neural networks by reinforcement of irregular spiking,PHYSICAL REVIEW E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2470-0045,2470-0053,,,,APR,2004,69,4,1,,,,,,41909,10.1103/PhysRevE.69.041909,,,,,,,WOS:000221252100046,15169045,,,,
0,Neurons/circuits,J,"Chaki, S; Nakazato, A; Kennis, L; Nakamura, M; Mackie, C; Sugiura, M; Vinken, P; Ashton, D; Langlois, X; Steckler, T",,,,"Chaki, S; Nakazato, A; Kennis, L; Nakamura, M; Mackie, C; Sugiura, M; Vinken, P; Ashton, D; Langlois, X; Steckler, T",,,"Anxiolytic- and antidepressant-like profile of a new CRF1 receptor antagonist, R278995/CRA0450",EUROPEAN JOURNAL OF PHARMACOLOGY,,,,,,,,,,,,,,,,"Chaki, Shigeyuki/J-4033-2013","Langlois, Xavier/0000-0001-7690-9710",,,,,,,,,,,,0014-2999,,,,,Feb-06,2004,485,01-Mar,,,,,145,158,,10.1016/j.ejphar.2003.11.032,,,,,,,WOS:000188712500018,14757135,,,,
0,Review article,J,"Nikolaus, S; Beu, M; Wirrwar, A; Vosberg, H; Muller, HW; Larisch, R",,,,"Nikolaus, S; Beu, M; Wirrwar, A; Vosberg, H; Muller, HW; Larisch, R",,,The contribution of small animal positron emission tomography to the neurosciences - A critical evaluation,REVIEWS IN THE NEUROSCIENCES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0334-1763,1607-8470,,,,,2004,15,2,,,,,131,156,,,,,,,,,WOS:000222006900004,15202685,,,,
0,Neurons/circuits,J,"Seung, HS",,,,"Seung, HS",,,Learning in spiking neural networks by reinforcement of stochastic synaptic transmission,NEURON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0896-6273,,,,,Dec-18,2003,40,6,,,,,1063,1073,,10.1016/S0896-6273(03)00761-X,,,,,,,WOS:000187503400006,14687542,,,,
0,In mice,J,"Cabib, S; Pascucci, T; Ventura, R; Romano, V; Puglisi-Allegra, S",,,,"Cabib, S; Pascucci, T; Ventura, R; Romano, V; Puglisi-Allegra, S",,,The Behavioral profile of severe mental retardation in a genetic mouse model of phenylketonuria,BEHAVIOR GENETICS,,,,,,,,,,,,,,,,"Cabib, Simona/AAB-2378-2019; Pascucci, Tiziana/AAB-9706-2019; Ventura, Rossella/AAA-8816-2019","Pascucci, Tiziana/0000-0003-1520-7373; Scavuzzo, Cataldo/0000-0002-3905-4191; Romano, Valentino/0000-0003-3238-5702; Cabib, Simona/0000-0001-8781-8603",,,,,,,,,,,,0001-8244,,,,,MAY,2003,33,3,,,,,301,310,,10.1023/A:1023498508987,,,,,,,WOS:000182368000007,12837019,,,,
0,Pharma,J,"Hudzik, TJ; Yanek, M; Porrey, T; Evenden, J; Paronis, C; Mastrangelo, M; Ryan, C; Ross, S; Stenfors, C",,,,"Hudzik, TJ; Yanek, M; Porrey, T; Evenden, J; Paronis, C; Mastrangelo, M; Ryan, C; Ross, S; Stenfors, C",,,"Behavioral pharmacology of AR-A000002, a novel, selective 5-hydroxytryptamine(1B) antagonist",JOURNAL OF PHARMACOLOGY AND EXPERIMENTAL THERAPEUTICS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0022-3565,,,,,MAR,2003,304,3,,,,,1072,1084,,10.1124/jpet.102.045468,,,,,,,WOS:000181176900022,12604684,,,,
0,Personality scales,J,"Jackson, CJ",,,,"Jackson, CJ",,,Gray's Reinforcement Sensitivity Theory: a psychometric critique,PERSONALITY AND INDIVIDUAL DIFFERENCES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0191-8869,,,,,FEB,2003,34,3,,,,,533,544,PII S0191-8869(02)00305-7,10.1016/S0191-8869(02)00305-7,,,,,,,WOS:000180663300012,,,,,
0,About saccades,J,"Ebadzadeh, M; Darlot, C",,,,"Ebadzadeh, M; Darlot, C",,,Cerebellar learning of bio-mechanical functions of extra-ocular muscles: Modeling by artificial neural networks,NEUROSCIENCE,,,,,,,,,,,,,,,,,"Ebadzadeh, Mohammad Mehdi/0000-0001-6466-5229",,,,,,,,,,,,0306-4522,1873-7544,,,,,2003,122,4,,,,,941,966,,10.1016/S0306-4522(03)00569-4,,,,,,,WOS:000187075400007,14643762,,,,
0,Language learnin,B,"Fincher, A",,"Bartlett, B; Bryer, F; Roebuck, D",,"Fincher, A",,,Learners' perceptions of feedback in a foreign language classroom,"Reimagining Practice: Researching Change, Vol 2",,,,,"1st Annual International Conference on Cognition, Language and Special Education Research","DEC 05-07, 2003","Gold Coast, AUSTRALIA",,,,,,,,,,,,,,,,,,,,,,,,0-909291-86-1,,,,2003,,,,,,,1,10,,,,,,,,,WOS:000236614600001,,,,,
0,Model of animal learning,B,"Biddell, KM; Li, JH; Johnson, JD",,,IEEE COMPUTER SOCIETY; IEEE COMPUTER SOCIETY,"Biddell, KM; Li, JH; Johnson, JD",,,A biological mapping of a learned avoidance behavior model to the basal ganglia,"THIRD IEEE SYMPOSIUM ON BIOINFORMATICS AND BIOENGINEERING - BIBE 2003, PROCEEDINGS",,,,,3rd IEEE Symposium on BioInformatics and BioEngineering (BIBE 2003),"MAR 10-12, 2003","BETHESDA, MD","IEEE Comp Soc, Wright State Univ, Informat Technol Res Inst, IEEE Neural Networks Soc",,,,,,,,,,,,,,,,,,,,,,,0-7695-1907-5,,,,2003,,,,,,,276,280,,10.1109/BIBE.2003.1188963,,,,,,,WOS:000182023100036,,,,,
0,No modelling,J,"Scapillato, D; Manassis, K",,,,"Scapillato, D; Manassis, K",,,Cognitive-behavioral/interpersonal group treatment for anxious adolescents,JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0890-8567,,,,,JUN,2002,41,6,,,,,,,UNSP 0890-5867/02/4106-0739,10.1097/00004583-200206000-00014,,,,,,,WOS:000175744700014,12049449,,,,
0,Model of basal ganglia,J,"Joel, D; Niv, Y; Ruppin, E",,,,"Joel, D; Niv, Y; Ruppin, E",,,Actor-critic models of the basal ganglia: new anatomical and computational perspectives,NEURAL NETWORKS,,,,,,,,,,,,,,,,"Ruppin, Eytan/R-9698-2017","Ruppin, Eytan/0000-0002-7862-3940",,,,,,,,,,,,0893-6080,1879-2782,,,,JUN-JUL,2002,15,04-Jun,,,,,535,547,PII S0893-6080(02)00047-3,10.1016/S0893-6080(02)00047-3,,,,,,,WOS:000178083500006,12371510,,,,
0,No modelling,J,"Crane, C; Martin, M",,,,"Crane, C; Martin, M",,,Adult illness behaviour: the impact of childhood experience,PERSONALITY AND INDIVIDUAL DIFFERENCES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0191-8869,,,,,Apr-05,2002,32,5,,,,,785,798,PII S0191-8869(01)00082-4,10.1016/S0191-8869(01)00082-4,,,,,,,WOS:000174990800002,,,,,
0,Modelling in bees,J,"Niv, Y; Joel, D; Meilijson, I; Ruppin, E",,,,"Niv, Y; Joel, D; Meilijson, I; Ruppin, E",,,Evolution of reinforcement learning in uncertain environments: A simple explanation for complex foraging behaviors,ADAPTIVE BEHAVIOR,,,,,,,,,,,,,,,,"Ruppin, Eytan/R-9698-2017","Ruppin, Eytan/0000-0002-7862-3940",,,,,,,,,,,,1059-7123,1741-2633,,,,,2002,10,1,,,,,5,24,,10.1177/10597123020101001,,,,,,,WOS:000182027000001,,,,,
0,In Parkinson's,J,"Czernecki, V; Pillon, B; Houeto, JL; Pochon, JB; Levy, R; Dubois, B",,,,"Czernecki, V; Pillon, B; Houeto, JL; Pochon, JB; Levy, R; Dubois, B",,,"Motivation, reward, and Parkinson's disease: influence of dopatherapy",NEUROPSYCHOLOGIA,,,,,,,,,,,,,,,,"Levy, Richard/D-8411-2011",,,,,,,,,,,,,0028-3932,,,,,,2002,40,13,,,,,2257,2267,PII S0028-3932(02)00108-2,10.1016/S0028-3932(02)00108-2,,,,,,,WOS:000179716300006,12417456,,,,
0,No modelling,J,"Stoolmiller, M",,,,"Stoolmiller, M",,,Synergistic interaction of child manageability problems and parent-discipline tactics in predicting future growth in externalizing behavior for boys,DEVELOPMENTAL PSYCHOLOGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0012-1649,,,,,NOV,2001,37,6,,,,,814,825,,10.1037/0012-1649.37.6.814,,,,,,,WOS:000171861700007,11699755,,,,
0,Questionnaire development,J,"Masson, AM; Cadot, M; Pereira, AM; Depreeuw, E; Ansseau, M",,,,"Masson, AM; Cadot, M; Pereira, AM; Depreeuw, E; Ansseau, M",,,French-speaking version of the TASTE,ENCEPHALE-REVUE DE PSYCHIATRIE CLINIQUE BIOLOGIQUE ET THERAPEUTIQUE,,,,,,,,,,,,,,,,"Pereira, Anabela/I-5400-2014","Pereira, Anabela/0000-0002-3897-2732",,,,,,,,,,,,0013-7006,,,,,NOV-DEC,2001,27,6,,,,,527,538,,,,,,,,,WOS:000174170900003,11865560,,,,
0,Learning disabilities,J,"Jahoda, A; Trower, P; Pert, C; Finn, D",,,,"Jahoda, A; Trower, P; Pert, C; Finn, D",,,Contingent reinforcement or defending the self? A review of evolving models of aggression in people with mild learning disabilities,BRITISH JOURNAL OF MEDICAL PSYCHOLOGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0007-1129,,,,,SEP,2001,74,,3,,,,305,321,,10.1348/000711201161000,,,,,,,WOS:000171230100003,11589324,,,,
0,Review paper,J,"Schultz, W",,,,"Schultz, W",,,Reward signaling by dopamine neurons,NEUROSCIENTIST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1073-8584,,,,,AUG,2001,7,4,,,,,293,302,,10.1177/107385840100700406,,,,,,,WOS:000170030300016,11488395,,,,
0,Smoking cessation,J,"Chen, PH; White, HR; Pandina, RJ",,,,"Chen, PH; White, HR; Pandina, RJ",,,Predictors of smoking cessation from adolescence into young adulthood,ADDICTIVE BEHAVIORS,,,,,127th Annual Meeting of the American-Public-Health-Association,"NOV 07-10, 1999","CHICAGO, ILLINOIS",Amer Public Hlth Assoc,,,,,,,,,"Pandina, Robert/0000-0002-8879-4145",,,,,,,,,,,,0306-4603,,,,,JUL-AUG,2001,26,4,,,,,517,529,,10.1016/S0306-4603(00)00142-8,,,,,,,WOS:000169417800004,11456075,,,,
0,Not clinical,J,"Young, DL; Poon, CS",,,,"Young, DL; Poon, CS",,,A Hebbian feedback covariance learning paradigm for self-tuning optimal control,IEEE TRANSACTIONS ON SYSTEMS MAN AND CYBERNETICS PART B-CYBERNETICS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1083-4419,,,,,APR,2001,31,2,,,,,173,186,,10.1109/3477.915341,,,,,,,WOS:000167890400001,18244780,,,,
0,"Editorial, on personality theory",J,"Corr, PJ",,,,"Corr, PJ",,,Testing problems in J. A. Gray's personality theory: a commentary on Matthews and Gilliland (1999),PERSONALITY AND INDIVIDUAL DIFFERENCES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0191-8869,,,,,Jan-19,2001,30,2,,,,,333,352,,10.1016/S0191-8869(00)00028-3,,,,,,,WOS:000165679500014,,,,,
